Town,Year,Substance,Gender,Measure Type,Variable,Value
Rocky Hill,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Rocky Hill,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,4
Rocky Hill,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Roxbury,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Roxbury,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Roxbury,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Roxbury,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Roxbury,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Roxbury,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Roxbury,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Roxbury,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,7
Salem,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Salem,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Salem,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Salem,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Salem,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Salem,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Salem,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Salem,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Salisbury,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Scotland,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Scotland,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Scotland,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Scotland,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Scotland,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Scotland,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Scotland,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Scotland,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Seymour,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Seymour,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Seymour,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Seymour,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,5
Seymour,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Seymour,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Seymour,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,12
Seymour,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Sharon,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Sharon,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Sharon,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Sharon,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Sharon,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Sharon,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Sharon,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Sharon,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Shelton,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Shelton,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Shelton,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,20
Shelton,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,6
Shelton,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Shelton,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,1
Shelton,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,35
Shelton,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,22
Sherman,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Sherman,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Sherman,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Sherman,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Sherman,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Sherman,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Sherman,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Sherman,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Simsbury,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Simsbury,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,3
Simsbury,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,11
Simsbury,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Simsbury,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Simsbury,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Simsbury,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Simsbury,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Somers,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Somers,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Somers,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Somers,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Somers,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Somers,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Somers,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,9
Somers,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
South Windsor,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
South Windsor,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
South Windsor,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,10
South Windsor,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,2
South Windsor,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
South Windsor,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
South Windsor,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
South Windsor,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Southbury,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,3
Southbury,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,2
Southbury,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,1
Southbury,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,10
Southbury,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Southbury,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,2
Southbury,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,14
Southbury,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Southington,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,5
Southington,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,7
Southington,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,7
Southington,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,3
Southington,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,6
Southington,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,5
Southington,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,27
Southington,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Sprague,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Sprague,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Sprague,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Sprague,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Sprague,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Sprague,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Sprague,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Sprague,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Stafford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Stafford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Stafford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,5
Stafford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,2
Stafford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,8
Stafford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,1
Stafford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,11
Stafford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Stamford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,15
